IDCompLib,IDCompType,Model,HP,RatedCapacity,RatedPressure,MaxFullFlowPressure,IDControlType,UnloadPoint,MinULSumpPressure,BlowdownTime,UnloadSteps,ModulatingPressRange,PowerFLBHP,TotPackageInputPower,SpecPackagePower,NoLoadPowerFM,NoLoadPowerUL,MaxSurgePressure,MaxPressSurgeFlow,MinStonewallPressure,MinPressStonewallFlow,DesignSurgeFlow,DesignInTemp,DesignInPressure,AmpsFL,EffFL
1583,4,20 hp/15 kW,20,96,80,90,11,20,-9999,-9999,2,-9999,20.60000038,17.10000038,17.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1584,4,20 hp/15 kW,20,89,90,100,11,20,-9999,-9999,2,-9999,20.70000076,17.29999924,19.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1585,4,20 hp/15 kW,20,84,100,110,11,20,-9999,-9999,2,-9999,21,17.5,20.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1586,4,20 hp/15 kW,20,79,110,120,11,20,-9999,-9999,2,-9999,21,17.5,22.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1587,4,20 hp/15 kW,20,74,120,130,11,20,-9999,-9999,2,-9999,21,17.5,23.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1588,4,20 hp/15 kW,20,72,125,135,11,20,-9999,-9999,2,-9999,21,17.5,24.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1589,4,25 hp/18.5 kW,25,187,30,40,11,20,-9999,-9999,2,-9999,22.60000038,18.70000076,10,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1590,4,25 hp/18.5 kW,25,166,40,50,11,20,-9999,-9999,2,-9999,23.79999924,19.70000076,11.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1591,4,25 hp/18.5 kW,25,152,50,60,11,20,-9999,-9999,2,-9999,24.5,20.29999924,13.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1592,4,25 hp/18.5 kW,25,141,60,70,11,20,-9999,-9999,2,-9999,25,20.70000076,14.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1593,4,25 hp/18.5 kW,25,130,70,80,11,20,-9999,-9999,2,-9999,25.39999962,21,16.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1594,4,25 hp/18.5 kW,25,121,80,90,11,20,-9999,-9999,2,-9999,25.70000076,21.20000076,17.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1595,4,25 hp/18.5 kW,25,112,90,100,11,20,-9999,-9999,2,-9999,25.89999962,21.39999962,19.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1596,4,25 hp/18.5 kW,25,105,100,110,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,20.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1597,4,25 hp/18.5 kW,25,98,110,120,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,22.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1598,4,25 hp/18.5 kW,25,92,120,130,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,23.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1599,4,25 hp/18.5 kW,25,90,125,135,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,24.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1600,4,30 hp/22 kW,30,224,30,40,11,20,-9999,-9999,2,-9999,27.10000038,22.20000076,9.899999619,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1601,4,30 hp/22 kW,30,199,40,50,11,20,-9999,-9999,2,-9999,28.5,23.39999962,11.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1602,4,30 hp/22 kW,30,183,50,60,11,20,-9999,-9999,2,-9999,29.39999962,24.10000038,13.19999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1603,4,30 hp/22 kW,30,169,60,70,11,20,-9999,-9999,2,-9999,30,24.60000038,14.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1604,4,30 hp/22 kW,30,156,70,80,11,20,-9999,-9999,2,-9999,30.5,25,16.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1605,4,30 hp/22 kW,30,145,80,90,11,20,-9999,-9999,2,-9999,30.79999924,25.29999924,17.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1606,4,30 hp/22 kW,30,134,90,100,11,20,-9999,-9999,2,-9999,31.10000038,25.5,19,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1607,4,30 hp/22 kW,30,126,100,110,11,20,-9999,-9999,2,-9999,31.5,25.79999924,20.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1608,4,30 hp/22 kW,30,118,110,120,11,20,-9999,-9999,2,-9999,31.5,25.79999924,21.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1609,4,30 hp/22 kW,30,111,120,130,11,20,-9999,-9999,2,-9999,31.5,25.79999924,23.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1610,4,30 hp/22 kW,30,108,125,135,11,20,-9999,-9999,2,-9999,31.5,25.79999924,23.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1611,4,40 hp/30 kW,40,309,30,40,11,20,-9999,-9999,2,-9999,36.09999847,29.89999962,9.699999809,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1612,4,40 hp/30 kW,40,276,40,50,11,20,-9999,-9999,2,-9999,38,31.5,11.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1613,4,40 hp/30 kW,40,253,50,60,11,20,-9999,-9999,2,-9999,39.20000076,32.40000153,12.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1614,4,40 hp/30 kW,40,233,60,70,11,20,-9999,-9999,2,-9999,40.09999847,33.09999847,14.19999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1615,4,40 hp/30 kW,40,216,70,80,11,20,-9999,-9999,2,-9999,40.70000076,33.59999847,15.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1616,4,40 hp/30 kW,40,201,80,90,11,20,-9999,-9999,2,-9999,41.09999847,34,16.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1617,4,40 hp/30 kW,40,189,90,100,11,20,-9999,-9999,2,-9999,41.5,34.29999924,18.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1618,4,40 hp/30 kW,40,179,100,110,11,20,-9999,-9999,2,-9999,42,34.70000076,19.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1619,4,40 hp/30 kW,40,169,110,120,11,20,-9999,-9999,2,-9999,42,34.70000076,20.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1620,4,40 hp/30 kW,40,159,120,130,11,20,-9999,-9999,2,-9999,42,34.70000076,21.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1621,4,40 hp/30 kW,40,156,125,135,11,20,-9999,-9999,2,-9999,42,34.70000076,22.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,50.5,90.19999695
1622,4,50 hp/37 kW,50,386,30,40,11,20,-9999,-9999,2,-9999,45.20000076,36.70000076,9.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1623,4,50 hp/37 kW,50,344,40,50,11,20,-9999,-9999,2,-9999,47.5,38.70000076,11.19999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1624,4,50 hp/37 kW,50,316,50,60,11,20,-9999,-9999,2,-9999,49,39.90000153,12.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1625,4,50 hp/37 kW,50,291,60,70,11,20,-9999,-9999,2,-9999,50.09999847,40.70000076,14,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1626,4,50 hp/37 kW,50,270,70,80,11,20,-9999,-9999,2,-9999,50.79999924,41.29999924,15.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1627,4,50 hp/37 kW,50,252,80,90,11,20,-9999,-9999,2,-9999,51.40000153,41.79999924,16.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1628,4,50 hp/37 kW,50,237,90,100,11,20,-9999,-9999,2,-9999,51.79999924,42.20000076,17.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1629,4,50 hp/37 kW,50,224,100,110,11,20,-9999,-9999,2,-9999,52.5,42.70000076,19,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1630,4,50 hp/37 kW,50,211,110,120,11,20,-9999,-9999,2,-9999,52.5,42.70000076,20.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1631,4,50 hp/37 kW,50,199,120,130,11,20,-9999,-9999,2,-9999,52.5,42.70000076,21.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1632,4,50 hp/37 kW,50,194,125,135,11,20,-9999,-9999,2,-9999,52.5,42.70000076,22,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,60,91.69999695
1633,4,60 hp/45 kW,60,516,30,40,11,20,-9999,-9999,2,-9999,54.20000076,44.09999847,8.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1634,4,60 hp/45 kW,60,453,40,50,11,20,-9999,-9999,2,-9999,57,46.40000153,10.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1635,4,60 hp/45 kW,60,409,50,60,11,20,-9999,-9999,2,-9999,58.90000153,47.90000153,11.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1636,4,60 hp/45 kW,60,366,60,70,11,20,-9999,-9999,2,-9999,60.09999847,48.90000153,13.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1637,4,60 hp/45 kW,60,335,70,80,11,20,-9999,-9999,2,-9999,61,49.59999847,14.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1638,4,60 hp/45 kW,60,310,80,90,11,20,-9999,-9999,2,-9999,61.70000076,50.20000076,16.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1639,4,60 hp/45 kW,60,288,90,100,11,20,-9999,-9999,2,-9999,62.20000076,50.59999847,17.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1640,4,60 hp/45 kW,60,272,100,110,11,20,-9999,-9999,2,-9999,63,51.29999924,18.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1641,4,60 hp/45 kW,60,254,110,120,11,20,-9999,-9999,2,-9999,63,51.29999924,20.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1642,4,60 hp/45 kW,60,239,120,130,11,20,-9999,-9999,2,-9999,63,51.29999924,21.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1643,4,60 hp/45 kW,60,232,125,135,11,20,-9999,-9999,2,-9999,63,51.29999924,22,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,72.80000305,91.69999695
1644,4,75 hp/55 kW,75,645,30,40,11,20,-9999,-9999,2,-9999,67.69999695,55.09999847,8.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1645,4,75 hp/55 kW,75,566,40,50,11,20,-9999,-9999,2,-9999,71.30000305,58,10.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1646,4,75 hp/55 kW,75,511,50,60,11,20,-9999,-9999,2,-9999,73.59999847,59.79999924,11.69999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1647,4,75 hp/55 kW,75,458,60,70,11,20,-9999,-9999,2,-9999,75.09999847,61.09999847,13.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1648,4,75 hp/55 kW,75,419,70,80,11,20,-9999,-9999,2,-9999,76.19999695,62,14.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1649,4,75 hp/55 kW,75,387,80,90,11,20,-9999,-9999,2,-9999,77.09999847,62.70000076,16.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1650,4,75 hp/55 kW,75,360,90,100,11,20,-9999,-9999,2,-9999,77.69999695,63.20000076,17.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1651,4,75 hp/55 kW,75,339,100,110,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,18.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1652,4,75 hp/55 kW,75,318,110,120,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,20.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1653,4,75 hp/55 kW,75,298,120,130,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,21.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1654,4,75 hp/55 kW,75,291,125,135,11,20,-9999,-9999,2,-9999,78.80000305,64.09999847,22,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,96,91.69999695
1655,4,100 hp/75 kW,100,910,30,40,11,20,-9999,-9999,2,-9999,90.30000305,73.5,8.100000381,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1656,4,100 hp/75 kW,100,801,40,50,11,20,-9999,-9999,2,-9999,95.09999847,77.30000305,9.699999809,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1657,4,100 hp/75 kW,100,722,50,60,11,20,-9999,-9999,2,-9999,98.09999847,79.80000305,11,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1658,4,100 hp/75 kW,100,662,60,70,11,20,-9999,-9999,2,-9999,100.0999985,81.5,12.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,119,91.69999695
1659,4,125 hp/90 kW,125,1144,30,40,11,20,-9999,-9999,2,-9999,112.9000015,91.09999847,8,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1660,4,125 hp/90 kW,125,1007,40,50,11,20,-9999,-9999,2,-9999,118.8000031,95.90000153,9.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1661,4,125 hp/90 kW,125,908,50,60,11,20,-9999,-9999,2,-9999,122.5999985,99,10.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,142,92.40000153
1662,4,150 hp/110 kW,150,1344,30,40,11,20,-9999,-9999,2,-9999,135.5,108.6999969,8.100000381,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1663,4,150 hp/110 kW,150,1183,40,50,11,20,-9999,-9999,2,-9999,142.6000061,114.4000015,9.699999809,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1664,4,150 hp/110 kW,150,1066,50,60,11,20,-9999,-9999,2,-9999,147.1000061,118,11.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,169,93
1665,4,200 hp/150 kW,200,1727,30,40,11,20,-9999,-9999,2,-9999,180.6000061,143.1999969,8.300000191,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1666,4,200 hp/150 kW,200,1531,40,50,11,20,-9999,-9999,2,-9999,190.1000061,150.6999969,9.800000191,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1667,4,200 hp/150 kW,200,1387,50,60,11,20,-9999,-9999,2,-9999,196.1999969,155.5,11.19999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1668,4,200 hp/150 kW,200,1277,60,70,11,20,-9999,-9999,2,-9999,200.3000031,158.8000031,12.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,223,94.09999847
1669,4,250 hp/185 kW,250,2158,30,40,11,20,-9999,-9999,2,-9999,225.8000031,179.8999939,8.300000191,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1670,4,250 hp/185 kW,250,1914,40,50,11,20,-9999,-9999,2,-9999,237.6999969,189.3999939,9.899999619,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1671,4,250 hp/185 kW,250,1734,50,60,11,20,-9999,-9999,2,-9999,245.1999969,195.3999939,11.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1672,4,250 hp/185 kW,250,1597,60,70,11,20,-9999,-9999,2,-9999,250.3999939,199.5,12.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,290,93.59999847
1673,4,300 hp/225 kW,300,2583,30,40,11,20,-9999,-9999,2,-9999,270.8999939,214.8000031,8.300000191,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1674,4,300 hp/225 kW,300,2287,40,50,11,20,-9999,-9999,2,-9999,285.2000122,226.1000061,9.899999619,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1675,4,300 hp/225 kW,300,2072,50,60,11,20,-9999,-9999,2,-9999,294.2999878,233.3000031,11.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1676,4,300 hp/225 kW,300,1905,60,70,11,20,-9999,-9999,2,-9999,300.3999939,238.1999969,12.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,330,94.09999847
1677,4,350 hp/260 kW,350,3013,30,40,11,20,-9999,-9999,2,-9999,316.1000061,249.5,8.300000191,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1678,4,350 hp/260 kW,350,2668,40,50,11,20,-9999,-9999,2,-9999,332.7999878,262.7000122,9.800000191,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1679,4,350 hp/260 kW,350,2418,50,60,11,20,-9999,-9999,2,-9999,343.2999878,271,11.19999981,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1680,4,350 hp/260 kW,350,2223,60,70,11,20,-9999,-9999,2,-9999,350.5,276.7000122,12.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,385,94.5
1681,5,5 hp/3.7 kW,5,27,80,90,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,17.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1682,5,5 hp/3.7 kW,5,25,100,110,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,18.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1683,5,5 hp/3.7 kW,5,24,110,120,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,19.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1684,5,5 hp/3.7 kW,5,23,125,135,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,20.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1685,5,5 hp/3.7 kW,5,22,135,145,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,20.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1686,5,5 hp/3.7 kW,5,21,150,160,11,20,-9999,-9999,2,-9999,5.300000191,4.599999905,21.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,7.5,85
1687,5,7.5 hp/5.5 kW,7.5,40,80,90,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,16.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1688,5,7.5 hp/5.5 kW,7.5,37,100,110,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,18.29999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1689,5,7.5 hp/5.5 kW,7.5,35,110,120,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,19.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1690,5,7.5 hp/5.5 kW,7.5,34,125,135,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,19.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1691,5,7.5 hp/5.5 kW,7.5,33,135,145,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,20.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1692,5,7.5 hp/5.5 kW,7.5,32,150,160,11,20,-9999,-9999,2,-9999,7.900000095,6.800000191,21.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,11.39999962,86.5
1693,5,10 hp/7.5 kW,10,54,80,90,11,20,-9999,-9999,2,-9999,10.5,9,16.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1694,5,10 hp/7.5 kW,10,49,100,110,11,20,-9999,-9999,2,-9999,10.5,9,18.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1695,5,10 hp/7.5 kW,10,47,110,120,11,20,-9999,-9999,2,-9999,10.5,9,19,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1696,5,10 hp/7.5 kW,10,46,125,135,11,20,-9999,-9999,2,-9999,10.5,9,19.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1697,5,10 hp/7.5 kW,10,44,135,145,11,20,-9999,-9999,2,-9999,10.5,9,20.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1698,5,10 hp/7.5 kW,10,43,150,160,11,20,-9999,-9999,2,-9999,10.5,9,21,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,14.30000019,87.5
1699,5,15 hp/11 kW,15,81,80,90,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,16.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1700,5,15 hp/11 kW,15,74,100,110,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,18.10000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1701,5,15 hp/11 kW,15,71,110,120,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,19,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1702,5,15 hp/11 kW,15,68,125,135,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,19.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1703,5,15 hp/11 kW,15,66,135,145,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,20.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1704,5,15 hp/11 kW,15,64,150,160,11,20,-9999,-9999,2,-9999,15.80000019,13.39999962,21,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,20.60000038,87.5
1705,5,20 hp/15 kW,20,111,80,90,11,20,-9999,-9999,2,-9999,21,17.5,15.80000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1706,5,20 hp/15 kW,20,102,100,110,11,20,-9999,-9999,2,-9999,21,17.5,17.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1707,5,20 hp/15 kW,20,97,110,120,11,20,-9999,-9999,2,-9999,21,17.5,18,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1708,5,20 hp/15 kW,20,94,125,135,11,20,-9999,-9999,2,-9999,21,17.5,18.70000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1709,5,20 hp/15 kW,20,91,135,145,11,20,-9999,-9999,2,-9999,21,17.5,19.20000076,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1710,5,20 hp/15 kW,20,88,150,160,11,20,-9999,-9999,2,-9999,21,17.5,19.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,26.70000076,89.5
1711,5,25 hp/18.5 kW,25,139,80,90,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,15.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1712,5,25 hp/18.5 kW,25,127,100,110,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,17,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1713,5,25 hp/18.5 kW,25,122,110,120,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,17.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1714,5,25 hp/18.5 kW,25,117,125,135,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,18.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1715,5,25 hp/18.5 kW,25,114,135,145,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,19,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1716,5,25 hp/18.5 kW,25,110,150,160,11,20,-9999,-9999,2,-9999,26.29999924,21.70000076,19.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,31.20000076,90.19999695
1717,5,30 hp/22 kW,30,168,80,90,11,20,-9999,-9999,2,-9999,31.5,25.79999924,15.30000019,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1718,5,30 hp/22 kW,30,154,100,110,11,20,-9999,-9999,2,-9999,31.5,25.79999924,16.79999924,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1719,5,30 hp/22 kW,30,148,110,120,11,20,-9999,-9999,2,-9999,31.5,25.79999924,17.5,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1720,5,30 hp/22 kW,30,141,125,135,11,20,-9999,-9999,2,-9999,31.5,25.79999924,18.39999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1721,5,30 hp/22 kW,30,136,135,145,11,20,-9999,-9999,2,-9999,31.5,25.79999924,18.89999962,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
1722,5,30 hp/22 kW,30,132,150,160,11,20,-9999,-9999,2,-9999,31.5,25.79999924,19.60000038,-9999,5,-9999,-9999,-9999,-9999,-9999,68,14.5,37,91
